Year,DEC Region,County,Town,Waterbody,Date,Number,Species Name,Size (inches )
2024,3,Orange,Tuxedo,Ramapo River,April - fourth week,140,Rainbow Trout,12 -14 inches
2024,3,Orange,Tuxedo,Ramapo River,April - fourth week,1280,Rainbow Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Ramapo River,April - second week,150,Brown Trout,12 -15 inches
2024,3,Orange,Tuxedo,Ramapo River,April - second week,1280,Brown Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Ramapo River,March - fourth week,140,Rainbow Trout,12 -14 inches
2024,3,Orange,Tuxedo,Ramapo River,March - fourth week,1280,Rainbow Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Ramapo River,May - second week,150,Brown Trout,12 -15 inches
2024,3,Orange,Tuxedo,Ramapo River,May - second week,1280,Brown Trout,9 - 10 inches
2024,3,Orange,Highlands,Round Pond,March - April,1640,Brown Trout,8 inches
2024,3,Orange,Monroe,Round Pond,April - first week,910,Brown Trout,8 inches
2024,3,Orange,Greenville,Rutgers Creek,March - fourth week,170,Rainbow Trout,12 -14 inches
2024,3,Orange,Greenville,Rutgers Creek,March - fourth week,1550,Rainbow Trout,9 - 10 inches
2024,3,Orange,Crawford,Shawangunk Kill,March - fourth week,310,Rainbow Trout,12 -14 inches
2024,3,Orange,Crawford,Shawangunk Kill,March - fourth week,2820,Rainbow Trout,9 - 10 inches
2024,3,Orange,Deerpark,Shingle Kill,March - fourth week,50,Brown Trout,12 -15 inches
2024,3,Orange,Deerpark,Shingle Kill,March - fourth week,430,Brown Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Skanatati Lake,April - third week,450,Brown Trout,8 inches
2024,3,Orange,Monroe,Walton Lake,April,370,Brown Trout,12 -15 inches
2024,3,Orange,Monroe,Walton Lake,April - first week,3640,Brown Trout,8 inches
2024,3,Orange,Warwick,Wawayanda Creek,April - first week,40,Brown Trout,12 -15 inches
2024,3,Orange,Warwick,Wawayanda Creek,April - first week,320,Brown Trout,9 - 10 inches
2024,3,Orange,Cornwall,Woodbury Creek,April - second week,50,Brown Trout,12 -15 inches
2024,3,Orange,Cornwall,Woodbury Creek,April - second week,430,Brown Trout,9 - 10 inches
2024,8,Orleans,Carlton,Lake Ontario,May,37450,Brown Trout,8 inches
2024,7,Oswego,Mexico,Lake Ontario,Mid May,49110,Brown Trout,8 inches
2024,7,Oswego,Oswego (C),Lake Ontario,Mid May,37450,Brown Trout,8 inches
2024,7,Oswego,Orwell,Lighthouse Hill Reservoir,May,4520,Rainbow Trout,8 inches
2024,7,Oswego,Redfield,North Branch Salmon River,May - first week,290,Brown Trout,12 -15 inches
2024,7,Oswego,Redfield,North Branch Salmon River,May - first week,2550,Brown Trout,9 - 10 inches
2024,7,Oswego,Redfield,Redfield Sportsmen's Pond,May,220,Brook Trout,8 inches
2024,7,Oswego,Albion,Reese's Pond,May,110,Brook Trout,8 inches
2024,7,Oswego,Redfield,Salmon River,May - first week,100,Brown Trout,12 -15 inches
2024,7,Oswego,Redfield,Salmon River,May - first week,900,Brown Trout,9 - 10 inches
2024,7,Oswego,Williamstown,West Branch Fish Creek,May - first week,110,Brown Trout,12 -15 inches
2024,7,Oswego,Williamstown,West Branch Fish Creek,May - first week,940,Brown Trout,9 - 10 inches
2024,4,Otsego,Hartwick,Arnold Lake,June,360,Brown Trout,8 inches
2024,4,Otsego,Hartwick,Arnold Lake,June,420,Rainbow Trout,8 inches
2024,4,Otsego,Burlington,Basswood Pond,Early May,130,Brown Trout,12 -15 inches
2024,4,Otsego,Burlington,Basswood Pond,Early May,270,Brown Trout,8 inches
2024,4,Otsego,Burlington,Basswood Pond,Early May,100,Rainbow Trout,8 inches
2024,4,Otsego,New Lisbon,Gilbert Lake,Spring,100,Brown Trout,12 -15 inches
2024,4,Otsego,New Lisbon,Gilbert Lake,Spring,630,Rainbow Trout,8 inches
2024,4,Otsego,Maryland,Schenevus Creek,April - second week,320,Brown Trout,12 -15 inches
2024,4,Otsego,Maryland,Schenevus Creek,April - second week,2740,Brown Trout,9 - 10 inches
2024,4,Otsego,Burlington,Wharton Creek,April - second week,230,Brown Trout,12 -15 inches
2024,4,Otsego,Burlington,Wharton Creek,April - second week,2000,Brown Trout,9 - 10 inches
2024,4,Otsego,Edmestom,Wharton Creek,April - second week,320,Brown Trout,12 -15 inches
2024,4,Otsego,Edmestom,Wharton Creek,April - second week,2770,Brown Trout,9 - 10 inches
2024,3,Putnam,Southeast,Bog Brook Res,April,910,Brown Trout,8 inches
2024,3,Putnam,"Carmel, Southeast",Croton Falls Res,May,2270,Brown Trout,8 inches
2024,3,Putnam,Southeast,Croton River East Branch,April - fourth week,180,Rainbow Trout,12 -14 inches
2024,3,Putnam,Southeast,Croton River East Branch,April - fourth week,1600,Rainbow Trout,9 - 10 inches
2024,3,Putnam,Southeast,Croton River East Branch,April - second week,180,Brown Trout,12 -15 inches
2024,3,Putnam,Southeast,Croton River East Branch,April - second week,1600,Brown Trout,9 - 10 inches
2024,3,Putnam,Southeast,Croton River East Branch,March - fourth week,180,Rainbow Trout,12 -14 inches
2024,3,Putnam,Southeast,Croton River East Branch,March - fourth week,1600,Rainbow Trout,9 - 10 inches
2024,3,Putnam,Southeast,Croton River East Branch,May - second week,180,Brown Trout,12 -15 inches
2024,3,Putnam,Southeast,Croton River East Branch,May - second week,1600,Brown Trout,9 - 10 inches
2024,3,Putnam,Carmel,Croton River West Branch,April - fourth week,30,Brown Trout,12 -15 inches
2024,3,Putnam,Carmel,Croton River West Branch,April - fourth week,220,Brown Trout,9 - 10 inches
2024,3,Putnam,Carmel,Croton River West Branch,April - second week,30,Brown Trout,12 -15 inches
2024,3,Putnam,Carmel,Croton River West Branch,April - second week,220,Brown Trout,9 - 10 inches
2024,3,Putnam,Carmel,Croton River West Branch,March - fourth week,30,Brown Trout,12 -15 inches
2024,3,Putnam,Carmel,Croton River West Branch,March - fourth week,220,Brown Trout,9 - 10 inches
2024,3,Putnam,Carmel,Croton River West Branch,May - second week,30,Brown Trout,12 -15 inches
2024,3,Putnam,Carmel,Croton River West Branch,May - second week,220,Brown Trout,9 - 10 inches
2024,3,Putnam,Kent,Croton River West Branch,March - fourth week,80,Brown Trout,12 -15 inches
2024,3,Putnam,Kent,Croton River West Branch,March - fourth week,680,Brown Trout,9 - 10 inches
2024,3,Putnam,Southeast,Diverting Reservoir,April,910,Brown Trout,8 inches
2024,3,Putnam,Carmel,Lake Gilead,April,2730,Brown Trout,8 inches
2024,3,Putnam,Carmel,Lake Gleneida,April,4550,Brown Trout,8 inches
2024,3,Putnam,Putnam Valley,Peekskill Hollow Brook,March - fourth week,40,Brown Trout,12 -15 inches
2024,3,Putnam,Putnam Valley,Peekskill Hollow Brook,March - fourth week,300,Brown Trout,9 - 10 inches
2024,3,Putnam,Kent,Pelton Pond,March,320,Rainbow Trout,8 inches
2024,3,Putnam,Kent,Stillwater Pond,April,910,Brown Trout,8 inches
2024,3,Putnam,Kent,Stillwater Pond,March,100,Brown Trout,12 -15 inches
2024,3,Putnam,Kent,Stillwater Pond,March - third week,1050,Rainbow Trout,8 inches
2024,3,Putnam,Carmel,West Branch Reservoir,April,4550,Brown Trout,8 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,April - first week,240,Brown Trout,12 -15 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,April - first week,2040,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,April - third week,240,Brown Trout,12 -15 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,April - third week,2040,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,March - third week,240,Brown Trout,12 -15 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,March - third week,2040,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,May - first week,240,Brown Trout,12 -15 inches
2024,4,Rensselaer,Nassau,Kinderhook Creek,May - first week,2040,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,April - first week,50,Brown Trout,12 -15 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,April - first week,440,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,April - third week,50,Brown Trout,12 -15 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,April - third week,440,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,March - third week,50,Brown Trout,12 -15 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,March - third week,440,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,May - first week,50,Brown Trout,12 -15 inches
2024,4,Rensselaer,Stephentown,Kinderhook Creek,May - first week,440,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Grafton,Long Pond,June,1820,Brown Trout,8 inches
2024,4,Rensselaer,Brunswick,Poesten Kill,April - second week,70,Brown Trout,12 -15 inches
2024,4,Rensselaer,Brunswick,Poesten Kill,April - second week,580,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Poestenkill,Poesten Kill,April - second week,130,Brown Trout,12 -15 inches
2024,4,Rensselaer,Poestenkill,Poesten Kill,April - second week,1040,Brown Trout,9 - 10 inches
2024,4,Rensselaer,Grafton,Second Pond,June,450,Brown Trout,8 inches
2024,4,Rensselaer,Grafton,Shaver Pond,Spring,630,Rainbow Trout,8 inches
2024,4,Rensselaer,East Greenbush,Town Park Pond,April - May,520,Rainbow Trout,8 inches
2024,4,Rensselaer,Hoosick,Walloomsac River,March - third week,210,Brown Trout,12 -15 inches
2024,4,Rensselaer,Hoosick,Walloomsac River,March - third week,1810,Rainbow Trout,9 - 10 inches
2024,3,Rockland,Stony Point,Hessian Lake,April - third week,730,Brown Trout,8 inches
2024,3,Rockland,Stony Point,Hessian Lake,March,100,Brown Trout,12 -15 inches
2024,3,Rockland,Ramapo,Mahwah River,March - fourth week,60,Brown Trout,12 -15 inches
2024,3,Rockland,Ramapo,Mahwah River,March - fourth week,530,Brown Trout,9 - 10 inches
2024,3,Rockland,Haverstraw,Minisceongo Creek,March - fourth week,20,Brown Trout,12 -15 inches
2024,3,Rockland,Haverstraw,Minisceongo Creek,March - fourth week,170,Brown Trout,9 - 10 inches
2024,3,Rockland,Haverstraw,Minisceongo Creek North Branch,March - fourth week,40,Brown Trout,12 -15 inches
2024,3,Rockland,Haverstraw,Minisceongo Creek North Branch,March - fourth week,320,Brown Trout,9 - 10 inches
2024,3,Rockland,Sloatsburg,Ramapo River,April - fourth week,50,Rainbow Trout,12 -14 inches
2024,3,Rockland,Sloatsburg,Ramapo River,April - fourth week,450,Rainbow Trout,9 - 10 inches
2024,3,Rockland,Sloatsburg,Ramapo River,April - second week,50,Brown Trout,12 -15 inches
2024,3,Rockland,Sloatsburg,Ramapo River,April - second week,450,Brown Trout,9 - 10 inches
2024,3,Rockland,Sloatsburg,Ramapo River,March - fourth week,50,Rainbow Trout,12 -14 inches
2024,3,Rockland,Sloatsburg,Ramapo River,March - fourth week,450,Rainbow Trout,9 - 10 inches
2024,3,Rockland,Sloatsburg,Ramapo River,May - second week,50,Brown Trout,12 -15 inches
2024,3,Rockland,Sloatsburg,Ramapo River,May - second week,450,Brown Trout,9 - 10 inches
2024,3,Rockland,Ramapo,Stony Brook,March - fourth week,50,Brown Trout,12 -15 inches
2024,3,Rockland,Ramapo,Stony Brook,March - fourth week,390,Brown Trout,9 - 10 inches
2024,5,Saratoga,Corinth,Corinth Reservoir Ponds,April,100,Rainbow Trout,8 inches
2024,5,Saratoga,Corinth,Corinth Reservoir Ponds,March,320,Rainbow Trout,8 inches
2024,5,Saratoga,Saratoga Springs,Geyser Brook,April - third week,50,Brown Trout,12 -15 inches
2024,5,Saratoga,Saratoga Springs,Geyser Brook,April - third week,440,Brown Trout,9 - 10 inches
2024,5,Saratoga,Milton,Glowegee Creek,April - fourth week,70,Brown Trout,12 -15 inches
2024,5,Saratoga,Milton,Glowegee Creek,April - fourth week,620,Brown Trout,9 - 10 inches
2024,5,Saratoga,Day,Great Sacandaga Lake,Mid March,12600,Rainbow Trout,8 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,April - first week,90,Brown Trout,12 -15 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,April - first week,800,Brown Trout,9 - 10 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,April - third week,90,Brown Trout,12 -15 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,April - third week,800,Brown Trout,9 - 10 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,May - first week,90,Brown Trout,12 -15 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,May - first week,800,Brown Trout,9 - 10 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,May - third week,90,Brown Trout,12 -15 inches
2024,5,Saratoga,"Greenfield, Milton",Kayaderosseras Creek,May - third week,800,Brown Trout,9 - 10 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,April - first week,110,Brown Trout,12 -15 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,April - first week,950,Brown Trout,9 - 10 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,April - third week,110,Brown Trout,12 -15 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,April - third week,950,Brown Trout,9 - 10 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,May - first week,110,Brown Trout,12 -15 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,May - first week,950,Brown Trout,9 - 10 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,May - third week,110,Brown Trout,12 -15 inches
2024,5,Saratoga,Milton,Kayaderosseras Creek,May - third week,950,Brown Trout,9 - 10 inches
2024,5,Saratoga,Moreau,Moreau Lake,Spring,3150,Rainbow Trout,8 inches
2024,5,Saratoga,Edinburg,Palmer Lake,Spring,230,Brown Trout,8 inches
2024,5,Saratoga,Northumbrland / Wilton,Snook Kill,March - fourth week,160,Brown Trout,12 -15 inches
2024,5,Saratoga,Northumbrland / Wilton,Snook Kill,March - fourth week,1330,Brown Trout,9 - 10 inches
2024,5,Saratoga,Wilton,Snook Kill,March - fourth week,20,Brown Trout,12 -15 inches
2024,5,Saratoga,Wilton,Snook Kill,March - fourth week,150,Brown Trout,9 - 10 inches
2024,5,Saratoga,Corinth,Upper Corinth Reservoir,Spring,320,Rainbow Trout,8 inches
2024,4,Schenectady,Niskayuna,Lisha Kill,March - third week,60,Brown Trout,12 -15 inches
2024,4,Schenectady,Niskayuna,Lisha Kill,March - third week,480,Brown Trout,9 - 10 inches
2024,4,Schoharie,Cobleskill,Holding Pond,Early May,240,Brown Trout,12 -15 inches
2024,4,Schoharie,Cobleskill,Holding Pond,Early May,180,Brown Trout,8 inches
2024,4,Schoharie,Cobleskill,Holding Pond,Early May,210,Rainbow Trout,8 inches
2024,4,Schoharie,Fulton,Mallet Pond,Early May,200,Brown Trout,8 inches
2024,4,Schoharie,Fulton,Mallet Pond,Early May,240,Rainbow Trout,8 inches
2024,4,Schoharie,Blenheim,West Kill,April - third week,70,Brown Trout,12 -15 inches
2024,4,Schoharie,Blenheim,West Kill,April - third week,560,Brown Trout,9 - 10 inches
2024,8,Schuyler,Hector,Ballard Pond,Spring,620,Brook Trout,8 inches
2024,8,Schuyler,Montour,Catharine Creek,April - May,10000,Rainbow Trout,8 inches
2024,8,Schuyler,Catherine,Cayuta Creek,April - fourth week,170,Brown Trout,12 -15 inches
2024,8,Schuyler,Catherine,Cayuta Creek,April - fourth week,1410,Brown Trout,9 - 10 inches
2024,8,Schuyler,Catherine,Cayuta Creek,April - second week,170,Brown Trout,12 -15 inches
2024,8,Schuyler,Catherine,Cayuta Creek,April - second week,1410,Brown Trout,9 - 10 inches
2024,8,Schuyler,Catherine,Cayuta Creek,March - fourth week,170,Brown Trout,12 -15 inches
2024,8,Schuyler,Catherine,Cayuta Creek,March - fourth week,1410,Brown Trout,9 - 10 inches
2024,8,Schuyler,Catherine,Cayuta Creek,May - second week,170,Brown Trout,12 -15 inches
2024,8,Schuyler,Catherine,Cayuta Creek,May - second week,1410,Brown Trout,9 - 10 inches
2024,8,Schuyler,Hector,Foster Pond,Spring,620,Brook Trout,8 inches
2024,8,Schuyler,Hector,Potomac Pond,Spring,620,Brook Trout,8 inches
2024,8,Seneca,Fayette,Canoga Creek,April - second week,300,Brook Trout,9 - 10 inches
2024,8,Seneca,Lodi,Seneca Lake,Spring,23110,Brown Trout,8 inches
2024,6,St Lawrence,Russell,Grass River,May - second week,140,Brown Trout,12 -15 inches
2024,6,St Lawrence,Russell,Grass River,May - second week,1220,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Clare,Grass River South Br,May - second week,250,Brown Trout,12 -15 inches
2024,6,St Lawrence,Clare,Grass River South Br,May - second week,2130,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Hopkinton,Hopkinton Brook,April - first week,40,Brown Trout,12 -15 inches
2024,6,St Lawrence,Hopkinton,Hopkinton Brook,April - first week,350,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Fine,Little River,May - first week,1400,Brook Trout,9 - 10 inches
2024,6,St Lawrence,Fine,Little River,May - first week,120,Brown Trout,12 -15 inches
2024,6,St Lawrence,Fine,Little River,May - first week,1020,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Clifton,Oswegatchie River,May - third week,30,Brown Trout,12 -15 inches
2024,6,St Lawrence,Clifton,Oswegatchie River,May - third week,290,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Fine,Oswegatchie River,May - third week,590,Brook Trout,9 - 10 inches
2024,6,St Lawrence,Hopkinton,Ozonia Lake,Spring,3150,Rainbow Trout,8 inches
2024,6,St Lawrence,Parishville,Parishville Reservoir,May,1360,Brown Trout,8 inches
2024,6,St Lawrence,Russel,Plumb Brook,May - second week,90,Brown Trout,12 -15 inches
2024,6,St Lawrence,Russel,Plumb Brook,May - second week,730,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Russell,Plumb Brook,May - second week,170,Brown Trout,12 -15 inches
2024,6,St Lawrence,Russell,Plumb Brook,May - second week,1430,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Hopkinton,St. Regis River,May - first week,40,Brown Trout,12 -15 inches
2024,6,St Lawrence,Hopkinton,St. Regis River,May - first week,370,Rainbow Trout,9 - 10 inches
2024,6,St Lawrence,"Lawrence, Hopkinton",St. Regis River,May - first week,230,Brown Trout,12 -15 inches
2024,6,St Lawrence,"Lawrence, Hopkinton",St. Regis River,May - first week,1990,Rainbow Trout,9 - 10 inches
2024,6,St Lawrence,Fine,Star Lake,Spring,2100,Rainbow Trout,8 inches
2024,6,St Lawrence,Fine,Sucker Lake,May,450,Brown Trout,8 inches
2024,6,St Lawrence,Fowler,Sylvia Lake,May,3150,Rainbow Trout,8 inches
2024,6,St Lawrence,Stockholm,Trout Brook,April - first week,30,Brown Trout,12 -15 inches
2024,6,St Lawrence,Stockholm,Trout Brook,April - first week,290,Brown Trout,9 - 10 inches
2024,6,St Lawrence,Parishville and Stockholm,West Branch St. Regis River,May - first week,270,Brown Trout,12 -15 inches
2024,6,St Lawrence,Parishville and Stockholm,West Branch St. Regis River,May - first week,2320,Brown Trout,9 - 10 inches
2024,8,Steuben,Greenwood,Bennett Creek,April - first week,30,Brown Trout,12 -15 inches
2024,8,Steuben,Greenwood,Bennett Creek,April - first week,210,Brown Trout,9 - 10 inches
2024,8,Steuben,Hornellsville,Canacadea Creek,March - fourth week,30,Brown Trout,12 -15 inches
2024,8,Steuben,Hornellsville,Canacadea Creek,March - fourth week,290,Rainbow Trout,9 - 10 inches
2024,8,Steuben,Hornellsville,Canisteo River,March - fourth week,70,Brown Trout,12 -15 inches
2024,8,Steuben,Hornellsville,Canisteo River,March - fourth week,620,Brown Trout,9 - 10 inches
2024,8,Steuben,Avoca,Cohocton River,April - first week,360,Brown Trout,12 -15 inches
2024,8,Steuben,Avoca,Cohocton River,April - first week,3110,Brown Trout,9 - 10 inches
2024,8,Steuben,Avoca,Cohocton River,April - third week,360,Brown Trout,12 -15 inches
2024,8,Steuben,Avoca,Cohocton River,April - third week,3110,Brown Trout,9 - 10 inches
2024,8,Steuben,Avoca,Cohocton River,March - third week,360,Brown Trout,12 -15 inches
2024,8,Steuben,Avoca,Cohocton River,March - third week,3110,Brown Trout,9 - 10 inches
2024,8,Steuben,Avoca,Cohocton River,May - first week,360,Brown Trout,12 -15 inches
2024,8,Steuben,Avoca,Cohocton River,May - first week,3110,Brown Trout,9 - 10 inches
2024,8,Steuben,"Bath, Urbana",Cold Brook,Spring,2500,Rainbow Trout,8 inches
2024,8,Steuben,Campbell,Meads Creek,March - fourth week,100,Brown Trout,12 -15 inches
2024,8,Steuben,Campbell,Meads Creek,March - fourth week,860,Brown Trout,9 - 10 inches
2024,8,Steuben,Catlin,Post Creek,March - fourth week,60,Brown Trout,12 -15 inches
2024,8,Steuben,Catlin,Post Creek,March - fourth week,480,Brown Trout,9 - 10 inches
2024,1,Suffolk,Babylon,Argyle Lake,March,160,Brown Trout,12 -15 inches
2024,1,Suffolk,Babylon,Argyle Lake,March,520,Rainbow Trout,8 inches
2024,1,Suffolk,Babylon,Belmont Lake,April,260,Brown Trout,12 -15 inches
2024,1,Suffolk,Babylon,Belmont Lake,April,180,Brown Trout,8 inches
2024,1,Suffolk,Babylon,Belmont Lake,April,1050,Rainbow Trout,8 inches
2024,1,Suffolk,Babylon,Belmont Lake,March,100,Brown Trout,12 -15 inches
2024,1,Suffolk,Babylon,Belmont Lake,March,180,Brown Trout,8 inches
2024,1,Suffolk,Babylon,Belmont Lake,March,790,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Canaan Lake,April,940,Rainbow Trout,8 inches
2024,1,Suffolk,Babylon,Carlls River,March - third week,100,Brown Trout,12 -15 inches
2024,1,Suffolk,Babylon,Carlls River,March - third week,490,Brown Trout,9 - 10 inches
2024,1,Suffolk,Babylon,Carlls River,March - third week,330,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,Carmans River,April,100,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,April,400,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,Carmans River,April - first week,40,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,April - first week,350,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,Carmans River,April - third week,40,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,April - third week,350,Brown Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,Carmans River,March,160,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,March - third week,40,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,March - third week,350,Brown Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,Carmans River,May - first week,40,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Carmans River,May - first week,350,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Islip,Connetquot River,May,200,Brown Trout,9 - 10 inches
2024,1,Suffolk,Islip,Connetquot River,May,200,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Brookhaven,East Lake,April,270,Brown Trout,8 inches
2024,1,Suffolk,Brookhaven,East Lake,April,520,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Hards Lake,April,210,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Hards Lake,April,630,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Hards Lake,March,370,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Hards Lake,March,740,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Hards Lake,May,100,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Hards Lake,May,640,Brown Trout,8 inches
2024,1,Suffolk,Brookhaven,Kahler Pond,March,520,Rainbow Trout,8 inches
2024,1,Suffolk,Southold,Laurel Lake,April,270,Brown Trout,8 inches
2024,1,Suffolk,Southold,Laurel Lake,April,320,Rainbow Trout,8 inches
2024,1,Suffolk,Smithtown,Nissequogue River,April,210,Brown Trout,12 -15 inches
2024,1,Suffolk,Smithtown,Nissequogue River,April,200,Brown Trout,9 - 10 inches
2024,1,Suffolk,Smithtown,Nissequogue River,April,300,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Smithtown,Nissequogue River,March,210,Brown Trout,12 -15 inches
2024,1,Suffolk,Islip,Rattlesnake Creek,May,200,Rainbow Trout,9 - 10 inches
2024,1,Suffolk,Babylon,Southards Pond,March,160,Brown Trout,12 -15 inches
2024,1,Suffolk,Babylon,Southards Pond,March,420,Rainbow Trout,8 inches
2024,1,Suffolk,Huntington,Twin Pond,March,210,Brown Trout,12 -15 inches
2024,1,Suffolk,Huntington,Twin Pond,March,160,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Upper Lake,April,160,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Upper Lake,April,420,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Upper Lake,March,260,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Upper Lake,March,420,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,Upper Lake,May,50,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,Upper Lake,May,270,Brown Trout,8 inches
2024,1,Suffolk,Brookhaven,West Lake,April,210,Brown Trout,12 -15 inches
2024,1,Suffolk,Brookhaven,West Lake,April,630,Rainbow Trout,8 inches
2024,1,Suffolk,Brookhaven,West Lake,March,320,Brown Trout,12 -15 inches
2024,3,Sullivan,Highland,Beaver Brook,April - third week,40,Brown Trout,12 -15 inches
2024,3,Sullivan,Highland,Beaver Brook,April - third week,320,Brown Trout,9 - 10 inches
2024,3,Sullivan,Rockland,Beaver Kill,April - third week,210,Brown Trout,12 -15 inches
2024,3,Sullivan,Rockland,Beaver Kill,April - third week,1740,Brown Trout,9 - 10 inches
2024,3,Sullivan,Rockland,Beaver Kill,June - first week,210,Brown Trout,12 -15 inches
2024,3,Sullivan,Rockland,Beaver Kill,June - first week,1740,Brown Trout,9 - 10 inches
2024,3,Sullivan,Rockland,Beaver Kill,May - first week,210,Brown Trout,12 -15 inches
2024,3,Sullivan,Rockland,Beaver Kill,May - first week,1740,Brown Trout,9 - 10 inches
2024,3,Sullivan,Rockland,Beaver Kill,May - third week,210,Brown Trout,12 -15 inches
2024,3,Sullivan,Rockland,Beaver Kill,May - third week,1740,Brown Trout,9 - 10 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,April - fourth week,50,Brown Trout,12 -15 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,April - fourth week,430,Brown Trout,9 - 10 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,April - second week,50,Brown Trout,12 -15 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,April - second week,430,Brown Trout,9 - 10 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,May - fourth week,50,Brown Trout,12 -15 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,May - fourth week,430,Brown Trout,9 - 10 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,May - second week,50,Brown Trout,12 -15 inches
2024,3,Sullivan,Callicoon,Callicoon Ck North Branch,May - second week,430,Brown Trout,9 - 10 inches
2024,3,Sullivan,Delaware,Callicoon Creek,April - second week,70,Brown Trout,12 -15 inches
2024,3,Sullivan,Delaware,Callicoon Creek,April - second week,620,Brown Trout,9 - 10 inches
